Sentence,Predicted Label
He showed daring leadership in this way but the remainder of prefectural credit is over a trillion yen .,1
Because this problem is concerned in life .,0
"Everybody likes a holiday to rest , and I like , too .",0
This is the first time that I have been to this beauty parlor .,1
This August my father passed away .,0
"However , the economic recessions are more effective than these efforts .",1
We could nt figure out what closest means .,0
It is not that bad .,0
I still feel awful today .,0
This is very tiering and making me drowsy .,1
Teacher Nonsense question !,0
Be the brightest star to shine and gleam,1
I should go to bed early .,0
Some of these new lands became official states later . Present day America was,1
"Anyway , I am planning to grow my hair , so I did not have my hair cut so much .",0
I love the mix of chocolate and mint flavor .,1
" Since x is an element of open set U , . ",0
"But , you are no longer the one in the initial stage of your encounter .",0
I also hope I can give a hand to guys who want to learn Chinese .,1
"My laptop , the condition of which is very poor , is years old .",0
Sometimes I want to make sure if the story was true .,1
I want to keep it everyday .,0
Do you mean I am fat still ?,1
At last I could climb the mountain and I walked five hours that day .,1
"They ve grown up , and each of them lives in a place far from our house .",1
I was able to memorize even if it is a long word .,1
So I somehow thought it were Chinese and wondered how to pronounce it .,1
"When we have a long nap , our brain falls asleep , so getting up is difficult .",1
I wrote a content for ticket in a lottery and I got it .,1
"Also , he makes lyrics , so the lyrics that he made are very unique .",1
We were lucky to be able to see them .,0
"Becouse if you lazy in your job , do not you feel lack of pride ? ?",0
"Normally , a weapon was not able to be used with items , but the one - handed sword can .",1
But victims of the tsunami are in a situation that is more serious than we .,1
This drama is my favorite drama foever .,1
"But if someone say these sentences , we can understand them .",1
"But the more I focused on dancing , the less I felt tired .",0
"a thousand years , and a sick person who folds a thousand cranes will become well again .",1
I will never give up this project,1
There are many many tradional summer festival .,0
"For example , they rebuilt traditional houses in the old village where they are from in the mountains .",1
I refilled water into my water bottle because a water server was installed in the market .,1
My dissertation for my degree was hell to complete so I m dreading the thesis .,1
My cousin said Bleeding love is about me .,0
"There is an English subtitle , please watch if you have a time .",1
"Because of a series of difficult matters to deal with in person , I suffered for some time but , without twisted face .",0
It is our favourite park these days .,1
So I do not have much time to write this journal entry because I have to get ready to go to school before I go to bed .,0
"When I got the store , I suddenly had a bad stomachache .",1
So I bought a G SDHC also .,0
The Facebook is said to be a powerful tool for activists of democracy .,0
It is better to accustom yourself to English than to learn it .,1
"After watching it , I bought an organic apple at the supermarket .",1
I am so sad .,0
The book was pages and I finished in days .,1
"In the school , I am not good sudent and also is not bad student .",0
my speech was like this,1
But his father ordered him became a black smith .,1
"Recently their growth has been faster , so that we are also making pickles .",0
Thank you very much .,0
So I could not even log into my PC !,0
Nutrition is the materials necessary to support life .,1
hold back stand ?,0
"Q Nowadays , food has become easier to prepare .",0
"To tell the truth , I am supposed to do the catering for my friend is party next month .",0
"So , I did nt know many playing but I am an excellent skier because I went skiing twice a week while in an elementary school .",1
"Even thought I have the profession about literature , but there were a lot different between adults and kids .",1
"If common female college students in Koea were , they would definitely prefer coffee of those popular brand .",1
I had classes .,0
"Everyone likes Maria , and she loves her family and friends very much .",0
The human beings have polluted the environment seriously .,1
The personal department,1
"But the eggs were not old , not dirty .",1
"Today , it was rainy day .",1
Which is the best sentence ?,0
"For health reasons , please do not smoke in this building .",1
i think it seem technology perfomance and i suppose you will agree with me if you see it .,1
I will try to translate some sentences written in English into Japanese today .,1
